"cov01","cov02","cov04c","strata","no_urut","id_unique","gender","gender_text","education","education_text","date_submission_kur","record_reminder","sq02","sq03","sq04","sq05","ir01c","ir01d","ir01e","ir01f","ir02b","ir02c","ir03","ir03a","ir03a_w","ir03a_b","ir03a_c","ir03a_d","ir03a_v","ir05","ir05_tahun","ir06","ir06a","ir06a_w","ir06a_b","ir06a_c","ir06a_d","ir06a_e","ir06a_v","bi01b","bi01b_sector","bi01b_subsector","bi02x","bi02","bi02_repeat_count","bi03calc","bi04x","bi04","bi04_repeat_count","bi06","bi06_a","bi06_b","bi06_c","bi06_d","bi06_e","bi06_f","bi06_g","bi06_h","bi06_i","bi06_j","bi06_k","bi06_l","bi06_m","bi06_n","bi06_o","bi06_p","bi06_q","bi06_r","bi06_s","bi06_t","bi06_z","bi06_v","bi06_calc","bi06a","bi07","bi07_a","bi07_b","bi07_c","bi07_d","bi07_e","bi07_f","bi07_g","bi07_v","bi07_w","bi07_y","bi08a","bi08b","bi08b1","bi08b2","bi08b3","bi08b4","bi08b5","bi08b6","bi08b7","bi08b8","bi08b9","bi08_repeat_count","cl01x","cl01a","cl01b","cl02","cl02_a","cl02_b","cl02_c","cl02_d","cl02_e","cl02_f","cl02_g","cl02_h","cl02_i","cl02_j","cl02_v","cl02a","cl03_a","cl03_b","cl03_c","cl03_d","cl04ax","cl04a","cl04b_min","cl04b_max","cl04c","cl05ax","cl05a","cl05b_min","cl05b_max","cl05c","reserved_name_for_field_list_lab","cl06","cl07","cl08","cl09","cl10","cl11","bp01","bp02","bp03","bp04","bp05","bp06","bp07","bp08","bp09","bp10","we01_a","we01_b","we01_c","we01_d","ri01ax","ri01a","ri01b_min","ri01b_max","ri01c","ri02ax","ri02a","ri02b_min","ri02b_max","ri02c","fl01","v195","fl02a","fl02b","fl02c","fl02d","fl02e","fl02f","fl02g","fl02h","fl02i","fl02j","fl02k","fl02l","fl02m","fl02v","fl02_warn","fl02_calc","fl03a1","fl03a2","fl03b1","fl03b2","fl04","fl05","fl06","fl07x","fl07","fl08x","fl08","fl09","v226","rf01a","rf01b","rf01cc","rf01dd","rf01e","rf01f","rf01g","rf01h","rf01i","rf01j","rf01k","rf01l","rf01m","rf01n","rf01v","rf01_warn","rf01_calc","rf01a1","rf01a2","rf01b1","rf01b2","rf01c","rf01d","rf02","rf03","rf04","rf04_a","rf04_b","rf04_c","rf04_d","rf04_v","rf04_w","rf04_y","rf05_repeat_count","rf06","rf07x","rf07","rf08","rf09","rf10_period","rf10","rf10_percent","rf10_rupiah","rf11","rf11_rupiah","rf12","rf13","rf13_a","rf13_b","rf13_c","rf13_d","rf13_e","rf13_f","rf13a","rf13b","rf13c","rf13d","rf13e","rf13f","rf13_calc","rf14","rf14_a","rf14_b","rf14_c","rf14_d","rf14_e","rf14_f","rf14_g","rf14a","rf14b","rf14c","rf14d","rf14e","rf14f","rf14g","rf14_calc","rf15_group_count","rf16a","rf16b","rf16c","rf16d","rf16e","rf16f","rf16g","rf16h","rf16i","ke01","ke02","ke03","ke03_rupiah","ke04","ke05","ke05_a","ke05_b","ke05_c","ke05_d","ke05_e","ke05_v","ke06","ke07","ke08","ke09","ke10","ke11","ke12","ke12_a","ke12_b","ke12_c","ke12_d","ke12_v","ke12_w","ke13","ke13_a","ke13_b","ke13_c","ke13_d","ke13_e","ke13_f","ke13_g","ke13_v","co01","co02","co02_a","co02_b","co02_c","co02_d","co02_e","co02_v","co03","co04","co05","co05a","co05b","co06x","co06","co07","co08","co09","co09_a","co09_b","co09_c","co09_d","co09_e","co09_f","co09_v","co09a","co09b","co09c","co09d","co09e","co09f","co09v","co10","co11","co12","end_time","cov08","cov09","weight","sd","start_date","wgt","birth1","birth2","birth3","birth_month_year"
"PAPUA","NABIRE",1,19,8,"S19_8",2,"FEMALE",3,"SENIOR HIGH SCHOOL (SMA)","25-05-2018","YA",1,1,1,3,3,96,5,96,,,"25-05-2018","W",1,0,0,0,0,2,2020,"27-04-2014","W",1,0,0,0,0,0,"SELLING GROCERIES AND SEMBAKO (DAILY NEEDS)",47,471,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,1,"MAR, 2020",3,"G V",0,0,0,0,0,0,1,0,0,0,1,"G",0,0,2,2,1,7800000,,,,1,3000000,,,,,3,3,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,"05-2018",,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,"B          L M","L","M","M","B",3,,,,,1,5000000,2,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","W","AA","A","N",50000000,1,1,1,,,,,,,,,1,2,1,75000000,36,3,,,,,1,1500000,96,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A",1,0,0,0,0,0,0,100,0,0,0,0,0,0,100,4,3,3,3,96,96,96,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"D",0,0,0,1,0,0,3,1,3,,60,1,3,1,1,"A B",1,1,0,0,0,0,0,"INTEREST RATE PAYMENT WAS SUSPENDED FOR 9 MONTHS","PRINCIPAL PAYMENT WAS SUSPENDED FOR 9 MONTHS",,,,,,9,96,,"14:14:33",1,,700.25,"27-04-2014",4/27/2014,700,"18","03","1979","031979"
"NUSA TENGGARA TIMUR","SUMBA TIMUR",1,20,4,"S20_4",1,"MALE",6,"OTHER  ____________","25-06-2018","YA",1,1,1,3,1,96,8,95,,,"25-06-2018","W",1,0,0,0,0,1,,"10-01-2017","W",1,0,0,0,0,0,"BREEDING AND SELLING PIGLETS AGED MORE THAN 3 MONTHS",1,14,1,1,1,100,1,1,1,"A Z",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"A","G",0,0,0,0,0,0,1,0,0,0,1,1,"CHICKEN LIVESTOCK",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,0,,,,1,0,,,,"06-2018",,3,3,3,3,3,3,3,3,3,3,1,3,1,3,2,"K  M","K","M","K","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,"A           L M N","A","N","A","M",30000000,1,1,1,,,,,,,,,1,2,1,200000000,36,3,,,,,1,1000000,1,"A B",1,1,0,0,0,0,60,"40",0,0,0,0,100,"A B",1,1,0,0,0,0,0,60,40,0,0,0,0,0,100,4,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3,,95,1,1,1,3,,,,,,,,,,,,,,,,,1,8,"15:42:35",1,,783,"10-01-2017",1/10/2017,783,"11","10","1988","101988"
"MALUKU UTARA","HALMAHERA SELATAN",1,22,4,"S22_4",1,"MALE",2,"JUNIOR HIGH SCHOOL (SMP)","09-06-2016","YA",1,1,1,3,1,96,5,1,,,"09-06-2016","W",1,0,0,0,0,3,2020,"01-03-2005","W",1,0,0,0,0,0,"FISHING IKAN TUNA IN THE SEA THEN SOLD TO THE AGENT ",3,31,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"W",0,0,0,0,0,0,0,0,1,0,1,1,"RETAIL ON CLOTHES",,,,,,,,,1,1,"APR, 2020",1,"V",0,0,0,0,0,0,0,0,0,0,1,,4,0,2,6,1,10700000,,,,1,2500000,,,,,3,1,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,"06-2016",,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,"M","M","AA","M","AA",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","N","A","N",20000000,1,1,1,,,,,,,,,1,2,1,20000000,36,3,,,,,1,790000,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"A B",1,1,0,0,0,0,0,40,60,0,0,0,0,0,100,4,3,1,3,3,3,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"B",0,1,0,0,0,0,4,1,3,,90,1,2,3,3,,,,,,,,,,,,,,,,,96,,"10:41:30",1,,5777.05859375,"01-03-2005",3/1/2005,5777,"25","06","1968","061968"
"NUSA TENGGARA BARAT","LOMBOK TIMUR",1,22,6,"S22_6",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","10-05-2018","YA",1,1,1,3,1,96,6,1,,,"98-98-2018","D",0,0,0,1,0,1,,"01-01-2013","W",1,0,0,0,0,0,"SELLING SEMBAKO IN A KIOSK; BOUGHT FROM AN AGENT",47,471,1,1,1,100,1,2,2,"A K L",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,"A","G",0,0,0,0,0,0,1,0,0,0,1,1,"PADDY AND CHILI AGRICULTURE",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,1,3,3,0,0,1,1,1,5000000,,,,3,,600000,700000,670000,"98-2016",,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,"M V","V","AA","M","V",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","N","N","AA",25000000,1,3,2,"B",0,1,0,0,0,0,0,2,1,98,,24,3,,,,,98,,1,"A B",1,1,0,0,0,0,50,"50",0,0,0,0,100,"A B",1,1,0,0,0,0,0,50,50,0,0,0,0,0,100,4,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3,,20,1,1,1,3,,,,,,,,,,,,,,,,,3,,"11:49:55",1,,5777.05859375,"01-01-2013",1/1/2013,5777,"30","04","1981","041981"
"NUSA TENGGARA BARAT","LOMBOK TENGAH",1,17,2,"S17_2",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","21-03-2018","YA",1,1,1,3,3,96,1,1,1,5,"21-03-2018","W",1,0,0,0,0,3,2019,"01-01-2009","W",1,0,0,0,0,0,"CATTLE FARMING",1,14,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"G",0,0,0,0,0,0,1,0,0,0,1,1,"RETAIL ON SEMBAKO",,,,,,,,,1,3,,,"A",1,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,1,22500000,,,,1,7000000,,,,,3,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,"03-2018",,3,3,3,3,3,3,3,3,3,3,1,3,3,1,2,"K   V","V","AA","K","V",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,1,3,1,1,4,"A           L  N V","A","AA","L","V",15000000,1,2,1,"A",1,0,0,0,0,0,0,1,2,99,,12,1,2,1,7,,,,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"B",0,1,0,0,0,0,0,0,100,0,0,0,0,0,100,4,3,1,1,96,96,96,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16:27:44",1,,1144.6875,"01-01-2009",1/1/2009,1145,"01","07","1967","071967"
"PAPUA","NABIRE",1,22,35,"S22_35",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","26-09-2018","YA",1,1,1,1,1,96,5,1,,,"26-09-2018","W",1,0,0,0,0,2,2019,"03-12-2016","W",1,0,0,0,0,0,"FOOD STALL SELLING FRIED FOODS (GORENGAN) ",56,561,1,1,1,100,1,1,1,"K",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,"W",0,0,0,0,0,0,0,0,1,0,1,1,"FOOD STALL",,,,,,,,,1,3,,,"E V",0,0,0,0,1,0,0,0,0,0,1,"V",2,0,0,2,1,25000000,,,,1,5000000,,,,,3,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,"09-2018",,3,3,3,3,3,3,3,3,3,3,1,1,3,3,2,"K L","W","AA","L","K",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,"A","W","AA","A","AA",25000000,1,1,1,,,,,,,,,1,2,1,11000000,24,3,,,,,1,1220000,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"A D",1,0,0,1,0,0,0,75,0,0,25,0,0,0,100,4,3,1,1,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21:09:47",1,,5777.05859375,"03-12-2016",12/3/2016,5777,"15","07","1991","071991"
"PAPUA","BOVEN DIGOEL",1,23,18,"S23_18",2,"FEMALE",4,"DIPLOMA","03-05-2018","YA",1,1,1,2,3,96,7,1,1,6,"98-98-2018","D",0,0,0,1,0,3,2020,"28-12-2017","W",1,0,0,0,0,0,"SELLING CHICKEN AND DUCK MEAT",47,472,1,1,1,100,1,3,3,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"W",0,0,0,0,0,0,0,0,1,0,1,2,"CAR RENT SERVICE","HOUSE RENT SERVICE",,,,,,,,2,1,"FEB, 2020",1,"A V",1,0,0,0,0,0,0,0,0,0,1,"V",0,3,0,3,3,,6000000,7000000,6300000,1,5000000,,,,,1,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"98-2018",,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,"L","L","AA","L","AA",3,,,,,1,150000000,1,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","AA","A","N",150000000,1,1,1,,,,,,,,,1,2,1,870000000,36,3,,,,,98,,1,"A B F",1,1,0,0,0,1,20,"60",0,0,0,20,100,"A B F",1,1,0,0,0,1,0,20,60,0,0,0,20,0,100,4,1,3,1,1,3,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"B",0,1,0,0,0,0,4,1,2,,,3,,,,,,,,,,,,,,,,,,,,3,,"17:46:34",1,,162.625,"28-12-2017",12/28/2017,163,"10","09","1964","091964"
"SUMATERA SELATAN","PALEMBANG",1,37,11,"S37_11",2,"FEMALE",2,"JUNIOR HIGH SCHOOL (SMP)","03-12-2017","YA",1,1,1,3,3,96,4,96,,,"03-12-2017","W",1,0,0,0,0,1,,"01-05-1998","W",1,0,0,0,0,0,"VEGETABLES STALL",47,472,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"C D G",0,0,1,1,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,3,3,3,3,3,0,0,0,0,1,2000000,,,,1,500000,,,,"12-2017",,3,3,3,3,3,3,3,3,3,1,3,1,1,3,3,"J  L M","J","AA","M","L",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,1,3,1,1,3,4,"A          K  M N","A","K","N","M",25000000,1,3,3,,,,,,,,,3,2,1,18000000,24,3,,,,,1,1108000,1,"A F",1,0,0,0,0,1,20,"0",0,0,0,80,100,"A F",1,0,0,0,0,1,0,20,0,0,0,0,80,0,100,4,3,3,3,3,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3,,50,1,1,3,3,,,,,,,,,,,,,,,,,3,,"13:29:23",1,,5715.62109375,"01-05-1998",5/1/1998,5716,"06","11","1978","111978"
"BENGKULU","BENGKULU TENGAH",1,37,2,"S37_2",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","05-05-2019","YA",1,1,1,3,3,96,6,1,,,"05-05-2019","W",1,0,0,0,0,3,2020,"22-04-2017","W",1,0,0,0,0,0,"SELLING SEMBALO - RETAIL",47,471,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"C",0,0,1,0,0,0,0,0,0,0,1,1,"FOOD STALL VIA ONLINE",,,,,,,,,1,1,"JUN, 2020",3,"I",0,0,0,0,0,0,0,0,1,0,0,,0,0,3,3,3,,2000000,5000000,3500000,1,1000000,,,,,3,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,"05-2019",,3,3,3,3,3,3,3,3,3,1,3,1,3,3,2,"J  L","L","J","L","AA",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,1,3,1,1,3,4,"A          K  M N","W","AA","A","N",10000000,1,1,1,,,,,,,,,1,2,1,150000000,24,1,1,1,0.0299999993294477,,,,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A",1,0,0,0,0,0,0,100,0,0,0,0,0,0,100,4,1,3,3,1,3,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"C",0,0,1,0,0,0,4,1,96,,,1,1,1,3,,,,,,,,,,,,,,,,,1,8,"15:31:37",1,,5715.62109375,"22-04-2017",4/22/2017,5716,"22","11","1994","111994"
"SUMATERA UTARA","TANJUNG BALAI",1,37,9,"S37_9",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","13-12-2019","YA",1,1,1,3,3,96,7,1,,,"98-11-2019","B D",0,1,0,1,0,1,,"98-98-2011","E",0,0,0,0,1,0,"SELLING JEWELRIES",47,477,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"W",0,0,0,0,0,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,3,1,3,1,0,0,0,0,3,,1000000,30000000,5000000,1,1000000,,,,"12-2019",,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,"K L M","W","AA","K","L",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,1,1,1,1,3,5,"A          K L M N","W","AA","A","M",25000000,1,1,1,,,,,,,,,1,2,98,,18,3,,,,,1,1500000,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A",1,0,0,0,0,0,0,100,0,0,0,0,0,0,100,4,3,3,3,3,3,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3,,50,1,1,3,3,,,,,,,,,,,,,,,,,1,5,"16:44:36",1,,5715.62109375,"01-01-2011",1/1/2011,5716,"21","06","1980","061980"
"KALIMANTAN TIMUR","BALIKPAPAN",1,16,4,"S16_4",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","04-03-2020","YA",1,1,1,3,1,96,5,1,,,"04-03-2020","W",1,0,0,0,0,1,,"15-03-2018","W",1,0,0,0,0,0,"SELLING SWEET RUJAK - RUJAK BUAH",56,561,1,1,1,100,1,2,2,"A K L",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,"K","G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,1,1,3,1,0,1,2,1,12000000,,,,1,7000000,,,,"03-2020",,3,3,3,3,3,3,3,3,3,1,3,1,3,3,2,"J  L","L","J","L","J",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,1,3,1,1,3,4,"A          K  M N","N","A","N","A",50000000,1,1,1,,,,,,,,,1,2,1,150000000,18,3,,,,,1,2900000,1,"A B",1,1,0,0,0,0,50,"50",0,0,0,0,100,"A B",1,1,0,0,0,0,0,50,50,0,0,0,0,0,100,4,3,1,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"B C E",0,1,1,0,1,0,1,,3,,35,3,,,,,,,,,,,,,,,,,,,,3,,"11:55:28",1,,376.8125,"15-03-2018",3/15/2018,377,"01","11","1984","111984"
"KALIMANTAN SELATAN","TANAH BUMBU",1,15,5,"S15_5",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","04-03-2020","YA",1,1,1,3,3,96,4,1,,,"04-03-2020","W",1,0,0,0,0,1,,"14-02-2005","W",1,0,0,0,0,0,"RUBBER TREES PLANTATION",1,11,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","W",0,0,0,0,0,0,0,0,1,0,1,1,"BARBERSHOP FOR MALE AND FEMALE",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,3,3,0,1,0,1,1,3960000,,,,1,3000000,,,,"03-2020",,3,3,3,3,3,3,3,3,3,1,3,1,1,3,3,"J  L M","J","L","J","L",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,1,3,1,1,3,4,"A          K  M N","K","N","N","K",40000000,1,1,1,,,,,,,,,1,2,1,100000000,36,3,,,,,1,1226000,1,"A B F",1,1,0,0,0,1,25,"25",0,0,0,50,100,"A B F",1,1,0,0,0,1,0,25,25,0,0,0,50,0,100,4,3,3,1,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"V",0,0,0,0,0,1,1,,3,,60,3,,,,,,,,,,,,,,,,,,,,3,,"19:39:09",1,,183.9375,"14-02-2005",2/14/2005,184,"27","07","1992","071992"
"KALIMANTAN SELATAN","TAPIN",1,16,5,"S16_5",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","21-09-2019","YA",1,1,1,3,1,96,5,96,,,"21-09-2019","W",1,0,0,0,0,1,,"98-05-2008","B C E",0,1,1,0,1,0,"SELLING ART GLASS ",23,231,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","C E F",0,0,1,0,1,1,0,0,0,0,1,2,"GROCERIES STORE ""RADIT""","AGRICULTURE EQUIPMENTS RENT SERVICE",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,1,1,1,5,0,0,5,1,35000000,,,,1,15000000,,,,"98-2012",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","L","M","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","N","A","N","M",150000000,1,3,3,,,,,,,,,3,2,1,700000000,36,3,,,,,1,4625000,1,"A B",1,1,0,0,0,0,50,"50",0,0,0,0,100,"A B D",1,1,0,1,0,0,0,10,10,0,80,0,0,0,100,4,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"C D",0,0,1,1,0,0,1,,3,,20,1,1,1,3,,,,,,,,,,,,,,,,,1,9,"16:48:13",1,,376.8125,"01-05-2008",5/1/2008,377,"22","11","1975","111975"
"KALIMANTAN TIMUR","PENAJAM PASER UTARA",1,16,6,"S16_6",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","05-02-2020","YA",1,1,1,3,1,96,5,1,,,"05-02-2020","W",1,0,0,0,0,1,,"23-01-2012","W",1,0,0,0,0,0,"CHICKEN FARMING",1,14,1,1,1,100,1,2,2,"A K L",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,"L","G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,3,1,3,3,0,0,1,1,1,7000000,,,,1,3500000,,,,"02-2020",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","M","L","M","L",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,1,3,1,1,3,4,"A          K  M N","M","N","N","M",30000000,1,1,1,,,,,,,,,1,2,1,80000000,24,1,1,1,0.200000002980232,,,,1,"A B",1,1,0,0,0,0,70,"30",0,0,0,0,100,"A B F",1,1,0,0,0,1,0,60,30,0,0,0,10,0,100,4,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"C",0,0,1,0,0,0,1,,3,,50,1,1,3,1,"B",0,1,0,0,0,0,0,,"PRINCIPAL PAYMENT WAS SUSPENDED FOR 6 MONTHS",,,,,,6,1,8,"12:48:35",1,,376.8125,"23-01-2012",1/23/2012,377,"15","11","1984","111984"
"NUSA TENGGARA TIMUR","FLORES TIMUR",1,24,6,"S24_6",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","05-02-2020","YA",1,1,1,3,1,96,4,1,,,"05-02-2020","W",1,0,0,0,0,1,,"98-01-2014","B C E",0,1,1,0,1,0,"SELLING SPARE PARTS AND SERVICE MOTORCYCLE",45,454,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","W",0,0,0,0,0,0,0,0,1,0,1,2,"PADDY AND CORN AGRICULTURE","BRICKS PRODUCTION",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1,3,1,3,1,0,0,2,2,1,1000000,,,,1,700000,,,,"03-2014",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","L","M","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","N","A","N",30000000,1,3,3,,,,,,,,,3,2,1,15000000,36,3,,,,,1,913000,1,"A B",1,1,0,0,0,0,50,"50",0,0,0,0,100,"A B D F",1,1,0,1,0,1,0,25,25,0,35,0,15,0,100,4,1,1,3,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"B C",0,1,1,0,0,0,1,,3,,50,1,1,1,1,"C",0,0,1,0,0,0,0,,,"THERE WAS REGULATION FROM THE BANK, NOT TO PAY ANY INSTALLMENT FOR 2 MONTHS",,,,,,1,5,"15:23:42",1,,285.875,"01-01-2014",1/1/2014,286,"06","06","1983","061983"
"KALIMANTAN TIMUR","PASER",1,14,8,"S14_8",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","15-02-2019","YA",1,1,1,3,1,96,4,1,,,"15-02-2019","W",1,0,0,0,0,1,,"01-10-2010","W",1,0,0,0,0,0,"RUBBER TREES PLANTATION",1,12,1,2,2,100,1,2,2,"A B K L",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,"A","B G",0,1,0,0,0,0,1,0,0,0,1,1,"CHICKEN LIVESTOCK",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,1,3,1,3,3,0,1,1,2,1,10000000,,,,1,2500000,,,,"98-2016",,3,3,3,3,3,3,3,1,1,3,1,3,3,3,3,"H I  K","K","H","H","K",3,,,,,1,500000,8,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,"A","A","AA","A","AA",25000000,1,4,4,,,,,,,,,4,2,1,50000000,24,1,1,2,,1120000,,,1,"A B",1,1,0,0,0,0,50,"50",0,0,0,0,100,"A B C F",1,1,1,0,0,1,0,50,15,15,0,0,20,0,100,4,1,1,1,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,2,,,1,3,3,3,,,,,,,,,,,,,,,,,1,95,"10:12:07",1,,5857.8408203125,"01-10-2010",10/1/2010,5858,"07","07","1976","071976"
